"TreeDepth","Offset","Name","Size"
0,"0x868fd3abf490","\$Directory",216
0,"0x868fd3abf620","\Windows\System32\mscoree.dll",216
0,"0x868fd3abfdf0","\$Directory",216
0,"0x868fd3ac16f0","\$Directory",216
0,"0x868fd3ac1880","\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\BingConfigurationClient.dll",216
0,"0x868fd3ac1a10","\Windows\System32\Windows.Cortana.PAL.Desktop.dll",216
0,"0x868fd3ac2690","\Windows\System32\Windows.Cortana.OneCore.dll",216
0,"0x868fd3ac29b0","\ProgramData\Microsoft\Windows Defender\Platform\4.18.2110.6-0\MsMpEng.exe",216
0,"0x868fd3ac2e60","\Windows\System32\Windows.UI.XamlHost.dll",216
0,"0x868fd3ac3630","\ProgramData\Microsoft\Windows Defender\Platform\4.18.2110.6-0\MpRtp.dll",216
0,"0x868fd3ac3c70","\ProgramData\Microsoft\Windows Defender\Platform\4.18.2110.6-0\MpCommu.dll",216
0,"0x868fd3ac4760","\ProgramData\Microsoft\Windows\AppRepository\Packages\InputApp_1000.17763.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat",216
0,"0x868fd3ac48f0","\Windows\System32\StorSvc.dll",216
0,"0x868fd3ac5250","\ProgramData\Microsoft\Windows Defender\Platform\4.18.2110.6-0\Drivers\WdFilter.sys",216
0,"0x868fd3ac5570","\Windows\System32\en-US\KernelBase.dll.mui",216
0,"0x868fd3ac6ce0","\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx",216
0,"0x868fd3ac6e70","\Windows\SystemResources\Windows.UI.Cred\pris\Windows.UI.Cred.en-US.pri",216
0,"0x868fd3ac7640","\Windows\System32\FontGlyphAnimator.dll",216
0,"0x868fd3ac7e10","\Users\kaul\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\LocalState\DiagOutputDir\SkypeApp0.txt",216
0,"0x868fd3ac8770","\ProgramData\Microsoft\Windows\AppRepository\Packages\InputApp_1000.17763.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1",216
0,"0x868fd3ac8900","\Users\kaul\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat",216
0,"0x868fd3ac8a90","\CMApi",216
0,"0x868fd3ac8c20","\Users\kaul\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat.LOG1",216
0,"0x868fd3ac8db0","\Windows\SysWOW64\wbemcomn.dll",216
0,"0x868fd3ac90d0","\Users\kaul\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat.LOG2",216
0,"0x868fd3ac9260","\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui",216
0,"0x868fd3ac9a30","\ProgramData\Microsoft\Windows\AppRepository\Packages\InputApp_1000.17763.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2",216
0,"0x868fd3ac9bc0","\Windows\System32\DictationManager.dll",216
0,"0x868fd3ac9d50","\Program Files\WindowsApps\Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c\resources.pri",216
0,"0x868fd3ac9ee0","\Windows\System32\en-US\KernelBase.dll.mui",216
0,"0x868fd3aca520","\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_14.56.102.0_x64__kzf8qxf38zg5c\ActivationStore.dat",216
0,"0x868fd3acb330","\$Directory",216
0,"0x868fd3acb4c0","\Windows\System32\loadperf.dll",216
0,"0x868fd3acb650","\$Directory",216
0,"0x868fd3acb970","\Windows\System32\cryptnet.dll",216
0,"0x868fd3acd0e0","\$Directory",216
0,"0x868fd3acd400","\Windows\Fonts\segoeui.ttf",216
0,"0x868fd3acdef0","\Windows\System32\upnp.dll",216
0,"0x868fd3acfb10","\$Directory",216
0,"0x868fd3ad1410","\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-ClassPnP%4Operational.evtx",216
0,"0x868fd3ad2b80","\Windows\System32\sihost.exe",216
0,"0x868fd3ad4de0","\Windows\System32\imageres.dll",216
0,"0x868fd3ad5100","\Windows\System32\winevt\Logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4AutoPilot.evtx",216
0,"0x868fd3ad58d0","\Windows\System32\en-US\ESENT.dll.mui",216
0,"0x868fd3ad5d80","\$Directory",216
0,"0x868fd3ad6550","\Windows\System32\WofUtil.dll",216
0,"0x868fd3ad6b90","\Windows\System32\winevt\Logs\Microsoft-Windows-WinRM%4Operational.evtx",216
0,"0x868fd3ad7b30","\Windows\SysWOW64\ntmarta.dll",216
0,"0x868fd3ad7cc0","\Windows\System32\PhoneutilRes.dll",216
0,"0x868fd3ad8170","\CMNotify",216
0,"0x868fd3ad8940","\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb",216
0,"0x868fd3ad98e0","\CMNotify",216
0,"0x868fd3ada560","\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb",216
0,"0x868fd3ada880","\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm",216
0,"0x868fd3adaec0","\Windows\System32\WsmSvc.dll",216
0,"0x868fd3adb370","\Windows\System32\en-US\winnlsres.dll.mui",216
0,"0x868fd3adb500","\Windows\Prefetch\PfPre_781a80c3.mkd",216
0,"0x868fd3adb820","\Windows\System32\en-US\sysmain.dll.mui",216
0,"0x868fd3adbcd0","\Windows\System32\twinapi.dll",216
0,"0x868fd3adbe60","\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx",216
0,"0x868fd3adc7c0","\Windows\System32\pcwum.dll",216
0,"0x868fd3adebb0","\Windows\System32\Windows.Web.dll",216
0,"0x868fd3adf1f0","\Windows\System32\en-US\imageres.dll.mui",216
0,"0x868fd3adf380","\$Directory",216
0,"0x868fd3adfb50","\Windows\System32\en-US\mswsock.dll.mui",216
0,"0x868fd3ae0c80","\Users\kaul\AppData\Local\ConnectedDevicesPlatform\L.kaul\ActivitiesCache.db",216
0,"0x868fd3ae0e10","\$Directory",216
0,"0x868fd3ae1130","\Windows\System32\wups2.dll",216
0,"0x868fd3ae12c0","\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx",216
0,"0x868fd3ae1450","\Windows\System32\NetworkStatus.dll",216
0,"0x868fd3ae1770","\Endpoint",216
0,"0x868fd3ae1900","\Endpoint",216
0,"0x868fd3ae1a90","\Windows\System32\cldapi.dll",216
0,"0x868fd3ae1db0","\CMNotify",216
0,"0x868fd3ae2580","\$Directory",216
0,"0x868fd3ae2710","\CMNotify",216
0,"0x868fd3ae2a30","\Windows\System32\en-US\KernelBase.dll.mui",216
0,"0x868fd3ae2ee0","\Windows\System32\ContentDeliveryManager.Utilities.dll",216
0,"0x868fd3ae3200","\Windows\System32\oleaccrc.dll",216
0,"0x868fd3ae3520","\Endpoint",216
0,"0x868fd3ae36b0","\$Directory",216
0,"0x868fd3ae3e80","\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm",216
0,"0x868fd3ae44c0","\Windows\System32\StartTileData.dll",216
0,"0x868fd3ae4650","\Windows\System32\SecureTimeAggregator.dll",216
0,"0x868fd3ae5140","\Windows\System32\Windows.StateRepositoryPS.dll",216
0,"0x868fd3ae5780","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3ae5dc0","\Windows\System32\en-US\lsm.dll.mui",216
0,"0x868fd3ae68b0","\Windows\System32\AuthBroker.dll",216
0,"0x868fd3ae87f0","\Windows\System32\ntshrui.dll",216
0,"0x868fd3b77100","\Windows\SysWOW64\drivers\DumpIt.sys",216
0,"0x868fd3c02370","\Windows\System32\en-US\svchost.exe.mui",216
0,"0x868fd3c02690","\Windows\System32\CBDHSvc.dll",216
0,"0x868fd3c02cd0","\Windows\System32\sru\SRU.log",216
0,"0x868fd3c02e60","\Windows\System32",216
0,"0x868fd3c03180","\Windows\System32\ActivationManager.dll",216
0,"0x868fd3c037c0","\Windows\System32\en-US\dnsapi.dll.mui",216
0,"0x868fd3c04120","\Windows\Fonts\seguisym.ttf",216
0,"0x868fd3c04c10","\Windows\System32\ClipboardServer.dll",216
0,"0x868fd3c050c0","\Windows\System32\en-US\shell32.dll.mui",216
0,"0x868fd3c06830","\Users\kaul\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm",216
0,"0x868fd3c069c0","\Users\kaul\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb",216
0,"0x868fd3c07320","\Windows\System32\en-US\profsvc.dll.mui",216
0,"0x868fd3c074b0","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.80",216
0,"0x868fd3c07640","\Users\kaul\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log",216
0,"0x868fd3c077d0","\Windows\System32\cdpusersvc.dll",216
0,"0x868fd3c08770","\Windows\System32\AppointmentActivation.dll",216
0,"0x868fd3c098a0","\CMApi",216
0,"0x868fd3c0a520","\Windows\WinSxS\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.17763.1935_en-us_f47bb9117ff23e63\comctl32.dll.mui",216
0,"0x868fd3c0b1a0","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3c0b330","\Windows\System32\en-US\duser.dll.mui",216
0,"0x868fd3c0b650","\Windows\WinSxS\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.17763.1935_en-us_f47bb9117ff23e63",216
0,"0x868fd3c0b970","\Windows\System32\normnfc.nls",216
0,"0x868fd3c0bc90","\$Directory",216
0,"0x868fd3c0be20","\Windows\System32\modernexecserver.dll",216
0,"0x868fd3c0c780","\$Directory",216
0,"0x868fd3c0da40","\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe",216
0,"0x868fd3c0dbd0","\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Admin.evtx",216
0,"0x868fd3c0e6c0","\Windows\System32\SmartCardBackgroundPolicy.dll",216
0,"0x868fd3c0f1b0","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3c0fca0","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3c0fe30","\Windows\System32\BackgroundMediaPolicy.dll",216
0,"0x868fd3c102e0","\Users\kaul\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData",216
0,"0x868fd3c10470","\Windows\System32\ACPBackgroundManagerPolicy.dll",216
0,"0x868fd3c10600","\CMApi",216
0,"0x868fd3c10790","\Windows\System32\ExecModelClient.dll",216
0,"0x868fd3c10920","\Windows\System32\wbem\wmiprov.dll",216
0,"0x868fd3c10c40","\Windows\System32\SebBackgroundManagerPolicy.dll",216
0,"0x868fd3c110f0","\Windows\System32\WindowManagement.dll",216
0,"0x868fd3c118c0","\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll",216
0,"0x868fd3c11a50","\Windows\System32\WpnUserService.dll",216
0,"0x868fd3c12220","\Windows\System32\mscms.dll",216
0,"0x868fd3c126d0","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3c12860","\$Directory",216
0,"0x868fd3c12d10","\Windows\System32\Windows.Security.Authentication.Web.Core.dll",216
0,"0x868fd3c134e0","\Windows\System32\wininet.dll",216
0,"0x868fd3c14160","\Windows\System32\inetpp.dll",216
0,"0x868fd3c14930","\Windows\System32\dui70.dll",216
0,"0x868fd3c14ac0","\CMApi",216
0,"0x868fd3c14de0","\Windows\System32\MsCtfMonitor.dll",216
0,"0x868fd3c155b0","\$Directory",216
0,"0x868fd3c15740","\$Directory",216
0,"0x868fd3c15d80","\Windows\System32\NotificationController.dll",216
0,"0x868fd3c160a0","\Windows\System32\OneCoreCommonProxyStub.dll",216
0,"0x868fd3c16230","\Users\kaul\AppData\Roaming\Mozilla\Firefox\Profiles\aao11zk7.default-release\AlternateServices.txt",216
0,"0x868fd3c163c0","\Windows\System32\sru\SRU.chk",216
0,"0x868fd3c16870","\Windows\System32\sru\SRUDB.dat",216
0,"0x868fd3c16a00","\Windows\System32\TokenBroker.dll",216
0,"0x868fd3c16b90","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_travel.json",216
0,"0x868fd3c16d20","\Windows\System32\sru\SRUDB.jfm",216
0,"0x868fd3c17360","\Windows\System32\coloradapterclient.dll",216
0,"0x868fd3c174f0","\Windows\System32\Faultrep.dll",216
0,"0x868fd3c18170","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_reference.json",216
0,"0x868fd3c18300","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_food_and_drink.json",216
0,"0x868fd3c18490","\Windows\System32\msutb.dll",216
0,"0x868fd3c18620","\$Directory",216
0,"0x868fd3c187b0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_health.json",216
0,"0x868fd3c18940","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_online_communities.json",216
0,"0x868fd3c18ad0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_pets_and_animals.json",216
0,"0x868fd3c18c60","\Windows\System32\notificationplatformcomponent.dll",216
0,"0x868fd3c18df0","\Windows\System32\AppContracts.dll",216
0,"0x868fd3c19110","\Windows\Registration\R00000000000c.clb",216
0,"0x868fd3c192a0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_home_and_garden.json",216
0,"0x868fd3c19430","\Windows\System32\PlaySndSrv.dll",216
0,"0x868fd3c195c0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_blogging_resources_and_services.json",216
0,"0x868fd3c19750","\Windows\System32\TabSvc.dll",216
0,"0x868fd3c198e0","\Windows\System32\execmodelproxy.dll",216
0,"0x868fd3c19a70","\Windows\System32\QuietHours.dll",216
0,"0x868fd3c19c00","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_business_and_industrial.json",216
0,"0x868fd3c1a0b0","\Windows\System32\tokenbinding.dll",216
0,"0x868fd3c1a3d0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_law_and_government.json",216
0,"0x868fd3c1a560","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_arts_and_entertainment.json",216
0,"0x868fd3c1a6f0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_finance.json",216
0,"0x868fd3c1a880","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_beauty_and_fitness.json",216
0,"0x868fd3c1aa10","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_games.json",216
0,"0x868fd3c1aba0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_books_and_literature.json",216
0,"0x868fd3c1ad30","\$Directory",216
0,"0x868fd3c1aec0","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_hobbies_and_leisure.json",216
0,"0x868fd3c1b1e0","\Windows\System32\NotificationControllerPS.dll",216
0,"0x868fd3c1b370","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_internet_and_telecom.json",216
0,"0x868fd3c1b500","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_autos_and_vehicles.json",216
0,"0x868fd3c1b690","\$Directory",216
0,"0x868fd3c1b820","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_shopping.json",216
0,"0x868fd3c1b9b0","\Windows\System32\InputService.dll",216
0,"0x868fd3c1bb40","\Windows\WinSxS\amd64_dual_sti.inf_31bf3856ad364e35_10.0.17763.973_none_a46f63bb39dbacb2\wiafbdrv.dll",216
0,"0x868fd3c1c310","\Users\kaul\AppData\Local\Mozilla\Firefox\Profiles\aao11zk7.default-release\personality-provider\nb_model_build_attachment_people_and_society.json",216
0,"0x868fd3c1c7c0","\$Directory",216
0,"0x868fd3c1cae0","\Windows\WinSxS\amd64_microsoft-composable-start-binaries_31bf3856ad364e35_10.0.17763.1852_none_d64b2b7282b756c3\StartUI.dll",216
0,"0x868fd3c1cc70","\$Directory",216
0,"0x868fd3c1d2b0","\CMNotify",216
0,"0x868fd3c1d760","\Windows\System32\ctfmon.exe",216
0,"0x868fd3c1dc10","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1613_none_c94ac159af8c5d4e\tape.inf",216
0,"0x868fd3c1dda0","\Windows\System32\en-US\winmm.dll.mui",216
0,"0x868fd3c1e0c0","\CMNotify",216
0,"0x868fd3c1e3e0","\$Directory",216
0,"0x868fd3c1e570","\Windows\WinSxS\amd64_dual_usbport.inf_31bf3856ad364e35_10.0.17763.1_none_10166f1b69608207\usbport.inf_10.0.17763.1_none_10166f1b69608207\usbport.inf",216
0,"0x868fd3c1e700","\Windows\System32\twinui.appcore.dll",216
0,"0x868fd3c1e890","\Windows\WinSxS\amd64_dual_ufxsynopsys.inf_31bf3856ad364e35_10.0.17763.1728_none_5acbe77bf66c7b4e\ufxsynopsys.sys",216
0,"0x868fd3c1ea20","\Windows\WinSxS\amd64_dual_sti.inf_31bf3856ad364e35_10.0.17763.1_none_208f25b20c411d6c\sti.inf4e35_10.0.17763.1_none_208f25b20c411d6c\sti.inf",216
0,"0x868fd3c1ebb0","\Windows\System32\wpnapps.dll",216
0,"0x868fd3c1ed40","\Windows\WinSxS\amd64_dual_sti.inf_31bf3856ad364e35_10.0.17763.1_none_208f25b20c411d6c\WSDScan.sys_10.0.17763.1_none_208f25b20c411d6c\WSDScan.sys",216
0,"0x868fd3c1f1f0","\Windows\WinSxS\amd64_dual_volmgr.inf_31bf3856ad364e35_10.0.17763.1_none_42de9641bbff0965\volmgr.sys5_10.0.17763.1_none_42de9641bbff0965\volmgr.sys",216
0,"0x868fd3c1f510","\Windows\System32\Windows.StateRepositoryClient.dll",216
0,"0x868fd3c1f6a0","\Users\kaul\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal",216
0,"0x868fd3c1f830","\Windows\WinSxS\amd64_dual_sti.inf_31bf3856ad364e35_10.0.17763.1_none_208f25b20c411d6c\scsiscan.sys10.0.17763.1_none_208f25b20c411d6c\scsiscan.sys",216
0,"0x868fd3c1f9c0","\Windows\WinSxS\amd64_dual_ufxsynopsys.inf_31bf3856ad364e35_10.0.17763.1_none_fe2ec3307ca69829\ufxsynopsys.inf0.17763.1_none_fe2ec3307ca69829\ufxsynopsys.inf",216
0,"0x868fd3c20190","\$Directory",216
0,"0x868fd3c20320","\Windows\System32\WinMetadata\Windows.Storage.winmd",216
0,"0x868fd3c204b0","\$Directory",216
0,"0x868fd3c20640","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1613_none_c94ac159af8c5d4e\ltotape.sys",216
0,"0x868fd3c20960","\Users\kaul\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat",216
0,"0x868fd3c20c80","\Windows\System32\twext.dll",216
0,"0x868fd3c20e10","\Windows\WinSxS\amd64_dual_tsusbhub.inf_31bf3856ad364e35_10.0.17763.1_none_7b8e0382c2581a8c\tsusbhub.inf10.0.17763.1_none_7b8e0382c2581a8c\tsusbhub.inf",216
0,"0x868fd3c21130","\Windows\WinSxS\amd64_dual_sti.inf_31bf3856ad364e35_10.0.17763.1_none_208f25b20c411d6c\usbscan.sys_10.0.17763.1_none_208f25b20c411d6c\usbscan.sys",216
0,"0x868fd3c21450","\Windows\System32\Windows.System.Launcher.dll",216
0,"0x868fd3c215e0","\Windows\System32\keyiso.dll",216
0,"0x868fd3c21770","\Windows\System32\MTFServer.dll",216
0,"0x868fd3c21c20","\Windows\System32\TileDataRepository.dll",216
0,"0x868fd3c21db0","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.87",216
0,"0x868fd3c22260","\Windows\System32\container.dll",216
0,"0x868fd3c223f0","\Windows\System32\cdpsvc.dll",216
0,"0x868fd3c22580","\Windows\System32\en-US\crypt32.dll.mui",216
0,"0x868fd3c22710","\Program Files\Windows Defender\shellext.dll",216
0,"0x868fd3c228a0","\Users\kaul\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db",216
0,"0x868fd3c22a30","\Program Files\Windows Defender\MpClient.dll",216
0,"0x868fd3c22d50","\Program Files\Windows Defender\en-US\shellext.dll.mui",216
0,"0x868fd3c22ee0","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.80",216
0,"0x868fd3c23200","\Users\kaul\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-shm",216
0,"0x868fd3c23520","\Windows\System32\vaultcli.dll",216
0,"0x868fd3c236b0","\Windows\System32\LocationFramework.dll",216
0,"0x868fd3c239d0","\Windows\System32\UiaManager.dll",216
0,"0x868fd3c23b60","\Windows\System32\en-US\crypt32.dll.mui",216
0,"0x868fd3c23e80","\Windows\WinSxS\amd64_dual_usbhub3.inf_31bf3856ad364e35_10.0.17763.1_none_a0c2678811ec0dcc\usbhub3.inf_10.0.17763.1_none_a0c2678811ec0dcc\usbhub3.inf",216
0,"0x868fd3c241a0","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.87",216
0,"0x868fd3c24330","\Windows\System32\daxexec.dll",216
0,"0x868fd3c244c0","\Windows\System32\wlidprov.dll",216
0,"0x868fd3c247e0","\Users\kaul\AppData\Local\Microsoft\Windows\Caches\cversions.3.db",216
0,"0x868fd3c24b00","\Windows\System32\AppResolver.dll",216
0,"0x868fd3c24c90","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.A0",216
0,"0x868fd3c25140","\Windows\System32\C_1250.NLS",216
0,"0x868fd3c25460","\Windows\System32\InputLocaleManager.dll",216
0,"0x868fd3c255f0","\Windows\System32\tquery.dll",216
0,"0x868fd3c25780","\Windows\System32\WSClient.dll",216
0,"0x868fd3c25aa0","\Windows\System32\C_1254.NLS",216
0,"0x868fd3c25c30","\Windows\System32\wuaueng.dll",216
0,"0x868fd3c25dc0","\Windows\SysWOW64\rtutils.dll",216
0,"0x868fd3c260e0","\Windows\System32\en-US\dnsapi.dll.mui",216
0,"0x868fd3c26270","\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx",216
0,"0x868fd3c26400","\Windows\System32\C_1253.NLS",216
0,"0x868fd3c26590","\ProgramData\Microsoft\Windows Defender\Scans\mpcache-91F8F401F57820F6D392FE58B797A76F5B2F4DED.bin.A0",216
0,"0x868fd3c26720","\Windows\System32\C_1251.NLS",216
0,"0x868fd3c268b0","\Windows\System32\SecurityHealthService.exe",216
0,"0x868fd3c26a40","\Windows\System32\mssrch.dll",216
0,"0x868fd3c26bd0","\Windows\System32\C_1256.NLS",216
0,"0x868fd3c273a0","\Windows\System32\Windows.Networking.Connectivity.dll",216
0,"0x868fd3c276c0","\$Directory",216
0,"0x868fd3c27850","\Windows\WinSxS\amd64_dual_ufxsynopsys.inf_31bf3856ad364e35_10.0.17763.1_none_fe2ec3307ca69829\ufxsynopsys.sys0.17763.1_none_fe2ec3307ca69829\ufxsynopsys.sys",216
0,"0x868fd3c279e0","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1_none_6ca35b8435ce2f96\hpt4qic.sys_10.0.17763.1_none_6ca35b8435ce2f96\hpt4qic.sys",216
0,"0x868fd3c27b70","\Windows\System32\PhotoMetadataHandler.dll",216
0,"0x868fd3c27d00","\Windows\System32\LicenseManagerSvc.dll",216
0,"0x868fd3c281b0","\Windows\System32\MTF.dll",216
0,"0x868fd3c284d0","\Windows\System32\threadpoolwinrt.dll",216
0,"0x868fd3c28660","\Windows\explorer.exe",216
0,"0x868fd3c287f0","\Windows\System32\en-US\crypt32.dll.mui",216
0,"0x868fd3c28980","\$Directory",216
0,"0x868fd3c28b10","\Windows\System32\sbservicetrigger.dll",216
0,"0x868fd3c28ca0","\Endpoint",216
0,"0x868fd3c29150","\Windows\System32\energytask.dll",216
0,"0x868fd3c292e0","\Windows\System32\energy.dll",216
0,"0x868fd3c29920","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1_none_6ca35b8435ce2f96\tape.infe35_10.0.17763.1_none_6ca35b8435ce2f96\tape.inf",216
0,"0x868fd3c29ab0","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1_none_6ca35b8435ce2f96\mammoth.sys_10.0.17763.1_none_6ca35b8435ce2f96\mammoth.sys",216
0,"0x868fd3c29c40","\$Directory",216
0,"0x868fd3c29dd0","\$Directory",216
0,"0x868fd3c2a0f0","\Windows\System32\Windows.CloudStore.Schema.Shell.dll",216
0,"0x868fd3c2a5a0","\Windows\WinSxS\amd64_dual_usbhub3.inf_31bf3856ad364e35_10.0.17763.1_none_a0c2678811ec0dcc\USBHUB3.SYS_10.0.17763.1_none_a0c2678811ec0dcc\USBHUB3.SYS",216
0,"0x868fd3c2a730","\$Directory",216
0,"0x868fd3c2a8c0","\Windows\System32\CoreShellExtFramework.dll",216
0,"0x868fd3c2aa50","\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER",216
0,"0x868fd3c2abe0","\Windows\WinSxS\amd64_dual_vhdmp.inf_31bf3856ad364e35_10.0.17763.1_none_7f96362551be6dcd\vhdmp.sys35_10.0.17763.1_none_7f96362551be6dcd\vhdmp.sys",216
0,"0x868fd3c2b220","\Windows\WinSxS\amd64_dual_sdbus.inf_31bf3856ad364e35_10.0.17763.107_none_44a415cd07364820\sdbus.inf_10.0.17763.107_none_44a415cd07364820\sdbus.inf",216
0,"0x868fd3c2b540","\Windows\WinSxS\amd64_dual_tape.inf_31bf3856ad364e35_10.0.17763.1_none_6ca35b8435ce2f96\ltotape.sys_10.0.17763.1_none_6ca35b8435ce2f96\ltotape.sys",216
0,"0x868fd3c2b6d0","\Windows\System32\ExplorerFrame.dll",216
0,"0x868fd3c2b860","\Windows\WinSxS\amd64_dual_sdbus.inf_31bf3856ad364e35_10.0.17763.107_none_44a415cd07364820\dumpsd.sys10.0.17763.107_none_44a415cd07364820\dumpsd.sys",216
0,"0x868fd3c2bd10","\Windows\WinSxS\amd64_dual_sdstor.inf_31bf3856ad364e35_10.0.17763.1_none_2c687d653418a015\sdstor.inf5_10.0.17763.1_none_2c687d653418a015\sdstor.inf",216
